conflict_id,country,start_year,end_year,duration,deaths,avg_deaths,HR_before,HR_after,HR_rel_change,CV_global_homicides,CV_pop
300,Cambodia,1978,1998,21,3779.0,5.192692265626066,,4.0376876396,,,16.26655962062738
300,Thailand,1978,1998,21,532.0,3.2321210516182215,,8.2456965064,,,17.935930564841506
307,Guinea,2000,2001,2,361.0,5.195730777772936,,,,6.943723418,15.945773770334686
307,Liberia,2000,2001,2,144.0,4.276666119016055,,,,6.943723418,14.898646368045883
307,Sierra Leone,2000,2001,2,144.0,4.276666119016055,,1.849104029,,6.943723418,15.374511440890343
308,Malaysia,1993,2020,28,42.0,0.4054651081081644,1.9118331276666665,,,5.605310066,17.292618985265726
308,Philippines,1970,1990,21,256.0,2.5006550067561393,,11.89501931975,,,17.94095268937489
308,Philippines,1993,2020,28,7807.0,5.630571535945087,13.823600803333335,,,5.605310066,18.512175335467393
309,Chad,1983,2018,36,176.5,1.5898019379172414,,,,5.774733653,16.55491258071927
309,Ethiopia,1983,2018,36,629.5,2.861406915028292,,,,5.774733653,18.508915131093435
309,South Sudan,1983,2018,36,1060.0,3.382505248650003,,,,5.774733653,16.21121470472558
309,Sudan,1983,2018,36,42491.5,7.073540396453731,,,,5.774733653,17.548443547541066
309,Uganda,1983,2018,36,4952.5,4.924128840116596,,10.2039907305,,5.774733653,17.57038915349045
313,Sri Lanka,1989,1990,2,449.0,5.413875707182309,,8.847269327,,,16.667705488779568
314,Central African Republic,1994,2011,18,153.33333333333331,2.142242442918866,,20.12040065,,6.083969712,15.301342288085193
314,Central African Republic,2013,2019,7,482.0,4.232033964995287,,,,5.564134104,15.372639713234552
314,"Congo, Dem. Rep.",1994,2011,18,2087.5,4.753350698828846,,,,6.083969712,18.01654202080662
314,"Congo, Dem. Rep.",2013,2019,7,1611.0,5.4387002341216615,,,,5.564134104,18.279008510131792
314,South Sudan,1994,2011,18,34.0,0.6359887667199967,,14.87099413,,6.083969712,16.101020191556945
314,Sudan,1994,2011,18,2743.5,5.026617998602865,,,,6.083969712,17.380799784776876
314,Uganda,1979,1992,14,2565.0,5.210656427989611,,8.608355397333332,,,16.736609151973855
314,Uganda,1994,2011,18,4212.666666666667,5.455479380769126,,11.49834477,,6.083969712,17.32636238316664
315,Germany,1971,1991,21,33.666666666666664,0.47198579044972666,,2.0808629856,,,18.19771087755406
315,Netherlands,1971,1991,21,14.666666666666666,-0.35894509247327155,,1.2492509434,,,16.528203166398708
315,United Kingdom,1971,1991,21,59.666666666666664,1.0442510794492221,,1.5277867376,,,17.865988512893946
315,United Kingdom,1998,1998,1,29.0,3.367295829986474,1.5219737947999998,1.6348459588000002,1.074161700014574,,17.88431747607408
316,El Salvador,1979,1991,13,5861.0,6.111126159014892,,133.01571476666666,,,15.49114623922284
322,Bangladesh,1975,1991,17,96.0,1.7311348474116202,,,,,18.475160643217258
325,Pakistan,2004,2004,1,43.0,3.7612001156935624,6.398900105800001,6.5320765162,1.0208123909106328,6.504204151,18.86961839796387
325,Pakistan,2006,2009,4,561.0,4.943426544402806,6.2489576067999995,7.2777356564,1.1646319457313175,6.066836418,18.98329551614997
325,Pakistan,2011,2016,6,496.0,4.4148164574968725,6.781900508600001,3.863047232,0.5696113098535348,5.947845376,19.131821838641194
326,Eritrea,1997,1997,1,31.0,3.4339872044851463,,,,,14.601780072192193
326,Eritrea,1999,1999,1,25.0,3.2188758248682006,,,,,14.62083039874878
326,Eritrea,2003,2003,1,57.0,4.04305126783455,,,,6.729341778,14.771395779282495
327,Angola,1975,1995,21,22358.0,6.970417040106848,,,,,16.45064627954521
327,Angola,1998,2002,5,4035.5,6.6934475763303265,,,,6.906000623,16.678820423742668
327,"Congo, Dem. Rep.",1975,1995,21,1962.0,4.537197202401885,,,,,17.543039384162647
327,Namibia,1998,2002,5,1871.5,5.925057614910384,21.130976846666666,18.45118064,0.8731816221222449,6.906000623,14.431516941232921
329,Ethiopia,1993,1994,2,86.0,3.7612001156935624,,,,,17.826129122242094
329,Ethiopia,1996,1996,1,105.5,4.658710952916121,,,,,17.89107200001615
329,Ethiopia,1998,2016,19,1123.0,4.079319975572003,,,,5.947845376,18.45608129456755
329,Kenya,1998,2016,19,12.5,-0.41871033485818493,,4.07348155075,,5.947845376,17.70838195653644
329,Somalia,1996,1996,1,105.5,4.658710952916121,,,,,15.85447939307405
329,Somalia,1998,2016,19,100.5,1.66571874833269,,,,5.947845376,16.4677403908206
330,Indonesia,1992,1992,1,39.0,3.6635616461296463,,,,,19.050567444998176
330,Indonesia,1997,1999,3,107.0,3.574216545793796,,0.8065529703333333,,,19.15600182559495
331,Morocco,1975,1989,15,207.0,2.624668592163159,,0.5242053762000001,,,17.008273345916944
332,Mozambique,1977,1992,16,4361.0,5.607867945602985,,,,,16.44061376581328
332,Mozambique,2013,2014,2,72.0,3.58351893845611,3.8224434069999997,,,6.032096376,17.084554340265846
332,Mozambique,2016,2016,1,55.0,4.007333185232471,3.510077519,,,5.947845376,17.141622618227622
332,Mozambique,2018,2019,2,150.0,4.31748811353631,,,,5.564134104,17.2288355354807
335,India,1992,1992,1,29.0,3.367295829986474,5.253497713,4.9027999090000005,0.9332448926108442,,20.628193348691212
335,India,1997,1997,1,72.0,4.276666119016055,5.0481688936,4.499614836400001,0.8913360331712658,,20.72416546016407
335,India,1999,2004,6,223.0,3.615412302232064,4.835794546200001,3.843034922,0.7947059961469791,6.504204151,20.845150198212693
336,Nicaragua,1982,1990,9,565.0,4.139601153810221,,16.850671941999998,,,15.244249995693757
337,Djibouti,1986,1996,11,1544.5,4.944560239560266,,,,,13.374908825447173
337,Somalia,1986,1996,11,11325.5,6.936916826688652,,,,,15.85447939307405
337,Somalia,2001,2002,2,342.0,5.14166355650266,,,,6.906000623,16.066942873013662
338,"Iran, Islamic Rep.",1991,1991,1,22.5,3.1135153092103742,,,,,17.870404147191998
338,"Iran, Islamic Rep.",1993,1993,1,19.0,2.9444389791664403,,,,,17.90524050587934
338,"Iran, Islamic Rep.",1997,1997,1,19.0,2.9444389791664403,,,,,17.960806581989157
338,"Iran, Islamic Rep.",1999,2001,3,93.5,3.439349147626532,,,,6.943723418,18.011946964553974
338,"Iran, Islamic Rep.",2005,2011,7,467.83333333333337,4.202201958078514,,2.5812707185,,6.083969712,18.128119574709203
338,Iraq,1991,1991,1,22.5,3.1135153092103742,6.705278277,6.657921723,0.9929374215291796,,16.699722102872226
338,Iraq,1993,1993,1,19.0,2.9444389791664403,6.947431332666667,6.484351474,0.9333451693881053,,16.75758289674003
338,Iraq,1997,1997,1,19.0,2.9444389791664403,6.657921723,,,,16.880749257780053
338,Iraq,1999,2001,3,93.5,3.439349147626532,6.484351474,,,6.943723418,17.002201067924418
338,Iraq,2005,2011,7,232.83333333333334,3.5044127409735935,,9.2637233205,,6.083969712,17.240597140136835
338,Italy,1993,1993,1,19.0,2.9444389791664403,3.040782642,1.6469177704,0.5416098301971299,,17.85560695569501
338,Pakistan,1993,1993,1,19.0,2.9444389791664403,7.62578613,7.271164328666667,0.9534970171877436,,18.57842507316551
338,Pakistan,2005,2011,7,40.333333333333336,1.751268107873318,6.2798649398,6.083276099,0.9686953712086901,6.083969712,19.0268538268278
341,Cote d'Ivoire,1989,1990,2,173.5,4.4630304188269685,,,,,16.29413694478679
341,Liberia,1989,1990,2,200.5,4.6076670661866785,,,,,14.545913541736489
341,Liberia,2000,2003,4,2677.0,6.506157682400462,,3.8972646325,,6.729341778,14.939483528697567
342,Spain,1991,1991,1,44.0,3.784189633918261,1.234507228,1.0852609644,0.8791045850401452,,17.478209678379386
343,Tunisia,2013,2015,3,136.0,3.8140425970679424,2.71528754775,4.81887699,1.7747206898927228,5.911968893,16.229632642855147
347,India,1993,1996,4,103.0,3.248434627109745,5.323792144666666,4.6104755514,0.866013440441836,,20.705473740138622
347,India,1998,2000,3,116.0,3.654977902438255,4.9027999090000005,4.1069368802,0.8376717297112114,6.854248582,20.778298900272627
347,India,2003,2009,7,447.0,4.156648445558256,4.499614836400001,3.7124690259999995,0.8250637356708131,6.066836418,20.920251200178953
351,India,1983,1993,11,8165.0,6.609716732606195,,4.835794546200001,,,20.647899698556465
352,France,1984,2001,18,1934.0,4.676973918117075,,1.6332407199999999,,6.943723418,17.932226862778514
352,Sri Lanka,1984,2001,18,35843.0,7.596531811046747,,8.3073234245,,6.943723418,16.755292763804583
352,Sri Lanka,2003,2003,1,29.0,3.367295829986474,10.28221547,8.877556426333333,0.8633894565072106,6.729341778,16.771671929055863
352,Sri Lanka,2005,2009,5,22979.0,8.432898121920836,,3.2604703934,,6.066836418,16.817399241874682
353,Cameroon,2015,2017,3,807.0,5.594711379601839,3.483924409,,,5.906905873,17.01687678054386
353,Cameroon,2020,2020,1,28.0,3.332204510175204,1.2320702196666666,,,5.605310066,17.09438451197276
354,Iraq,1984,2013,30,12129.5,6.002198399310952,,,,6.032025006,17.31676625342284
354,Turkiye,1984,2013,30,15886.5,6.272027589289678,,2.995467195,,6.032025006,18.145262548463325
362,Comoros,1989,1989,1,29.0,3.367295829986474,,,,,12.89831441633038
363,Ethiopia,1996,1996,1,25.0,3.2188758248682006,,,,,17.89107200001615
365,India,1990,1990,1,30.0,3.4011973816621555,,5.1830775074,,,20.58776427509815
365,India,1994,2010,17,1105.0,4.174387269895637,5.2853500425,3.6370137592,0.6881311038917816,6.04961649,20.933754583316006
366,Indonesia,1990,1991,2,130.0,4.174387269895637,,,,,19.033657984161707
366,Indonesia,1999,2005,7,3233.0,6.135255628670119,0.8545405,,,6.293981484,19.237325569529585
367,Panama,1989,1989,1,77.0,4.343805421853684,,11.744573446,,,14.699040053273514
368,Panama,1989,1989,1,843.0,6.736966958001855,,11.744573446,,,14.699040053273514
369,Papua New Guinea,1990,1990,1,55.0,4.007333185232471,,,,,15.34500507445993
369,Papua New Guinea,1992,1996,5,184.5,3.6082115510464816,,8.028874495,,,15.4859039551207
369,Solomon Islands,1992,1996,5,17.5,1.252762968495368,,,,,12.819952026431132
370,Romania,1989,1989,1,249.0,5.517452896464707,,3.4050637368,,,16.958000162055463
371,Iraq,1990,1991,2,5447.5,7.90976488625883,,6.657921723,,,16.699722102872226
371,Kuwait,1990,1991,2,6505.5,8.087256071383585,,0.983490876,,,14.524185063254032
371,Philippines,1990,1991,2,5447.5,7.90976488625883,,11.286165279666667,,,17.965838162992785
371,Saudi Arabia,1990,1991,2,5447.5,7.90976488625883,,,,,16.635262824525395
372,Mali,1990,1991,2,516.0,5.552959584921617,,,,,15.971395414190361
372,Mali,1994,1994,1,106.0,4.663439094112067,,,,,16.049269872653383
372,Mali,2007,2009,3,190.0,4.148411783492376,,,,6.066836418,16.495259153555185
372,Mali,2012,2012,1,131.0,4.875197323201151,,,,6.113175523,16.586816708059928
372,Mali,2014,2015,2,148.0,4.30406509320417,,,,5.911968893,16.67420656112197
373,Niger,1994,1994,1,50.0,3.912023005428146,,,,,16.031264185056447
374,Burundi,1996,2002,7,41.5,1.7797832781813394,,,,6.906000623,15.718232522421134
374,"Congo, Dem. Rep.",1996,2002,7,1377.5,5.2821153919717565,,,,6.906000623,17.724963664028
374,"Congo, Dem. Rep.",2009,2012,4,2189.5,6.305134125121563,,,,6.113175523,18.049917727502226
374,"Congo, Dem. Rep.",2016,2016,1,136.0,4.912654885736052,,,,5.947845376,18.1822856011505
374,"Congo, Dem. Rep.",2019,2020,2,247.0,4.816241156068032,,,,5.605310066,18.31043502621331
374,Rwanda,1990,1994,5,2927.0,6.372295374257785,,,,,15.596588684214893
374,Rwanda,1996,2002,7,3000.0,6.060457418594933,,3.208665766,,6.906000623,15.946958633366004
374,Rwanda,2009,2012,4,41.5,2.339399066116762,2.64307228,3.253082125,1.2307957484234975,6.113175523,16.171604948196872
374,Rwanda,2019,2020,2,113.0,4.034240638152395,3.219359865,,,5.605310066,16.37677691071343
375,Guinea-Bissau,1992,1993,2,39.0,2.970414465569701,,,,,13.858015295877383
375,Guinea-Bissau,2000,2001,2,23.5,2.463853240590168,,,,6.943723418,14.02016829460388
375,Senegal,1990,1990,1,58.0,4.060443010546419,,,,,15.833914908357594
375,Senegal,1992,1993,2,272.0,4.912654885736052,,,,,15.922901476386999
375,Senegal,1995,1995,1,299.0,5.700443573390687,,,,,15.97770133367629
375,Senegal,1997,1998,2,561.0,5.636573724962751,,,,,16.050649118986207
375,Senegal,2000,2001,2,56.5,3.34109345759245,,,,6.943723418,16.12169934982852
375,Senegal,2003,2003,1,39.0,3.6635616461296463,,,,6.729341778,16.17082756004334
375,Senegal,2011,2011,1,25.0,3.2188758248682006,,0.267518152,,6.083969712,16.383057615402837
376,Russian Federation,1990,1991,2,269.0,4.901564199041894,,28.489108022000003,,,18.81538291219674
377,Russian Federation,1990,1990,1,143.0,4.962844630259907,,26.265348655999997,,,18.812516100901586
378,Trinidad and Tobago,1990,1990,1,39.0,3.6635616461296463,,,,,14.015279847281949
379,Djibouti,1991,1994,4,260.0,4.174387269895637,,,,,13.34128040955652
379,Djibouti,1999,1999,1,25.0,3.2188758248682006,,,,,13.458797041853074
380,Georgia,1991,1993,3,275.0,4.518158808998462,4.990388881,7.226083512600001,1.4480000827414476,,15.40700850726571
381,Haiti,1989,1989,1,48.0,3.871201010907891,,,,,15.746706554306844
381,Haiti,1991,1991,1,160.0,5.075173815233827,,,,,15.786616468270763
381,Haiti,2004,2004,1,207.0,5.332718793265369,,5.461338909666666,,6.504204151,16.01795283274485
382,Liberia,1991,2001,11,207.5,2.9372360668723823,,,,6.943723418,14.898646368045883
382,Sierra Leone,1991,2001,11,11265.5,6.93160496434707,,1.849104029,,6.943723418,15.374511440890343
383,Turkiye,1991,1993,3,142.0,3.8572147689331513,,,,,17.852469762949664
383,Turkiye,2000,2000,1,30.0,3.4011973816621555,,4.50280616,,6.854248582,17.96245066960498
383,Turkiye,2005,2005,1,30.0,3.4011973816621555,4.320607217999999,4.66034574,1.078632123879399,6.293981484,18.033597563247568
383,Turkiye,2016,2016,1,434.0,6.073044534100405,3.773985048666667,2.6592390495,0.7046236313096943,5.947845376,18.195383224513503
384,Serbia,1991,1991,1,64.0,4.1588830833596715,,,,,15.843084429808243
385,Serbia,1991,1992,2,3111.0,7.349552316337692,,,,,15.849748645533058
386,Algeria,1991,2018,28,18471.833333333332,6.491797818153488,,1.324465069,,5.774733653,17.55860389364597
386,Algeria,2020,2020,1,26.0,3.258096538021482,1.3452735015,,,5.605310066,17.59630906213243
386,Chad,1991,2018,28,150.33333333333334,1.6806505406593648,,,,5.774733653,16.55491258071927
386,Mali,1991,2018,28,114.5,1.4083703128190905,,,,5.774733653,16.764033554587847
386,Niger,1991,2018,28,150.33333333333334,1.6806505406593648,,,,5.774733653,16.926481789306713
387,Angola,1991,1992,2,50.0,3.2188758248682006,,,,,16.35374950113446
387,Angola,1994,1998,5,180.0,3.58351893845611,,,,,16.547251243678044
387,Angola,2002,2004,3,106.0,3.5648268054439574,,,,6.504204151,16.747138242885033
387,Angola,2007,2007,1,25.0,3.2188758248682006,,4.6014303455,,6.012406023,16.85551614338511
387,Angola,2009,2009,1,25.0,3.2188758248682006,,4.6014303455,,6.066836418,16.929660110444303
387,Angola,2016,2017,2,50.0,3.2188758248682006,4.6014303455,,,5.906905873,17.210581511329966
387,Angola,2019,2020,2,16.666666666666668,2.120263536200091,,,,5.605310066,17.30795740101374
387,"Congo, Dem. Rep.",2019,2020,2,16.666666666666668,2.120263536200091,,,,5.605310066,18.31043502621331
387,"Congo, Rep.",2019,2020,2,16.666666666666668,2.120263536200091,,,,5.605310066,15.523542706327882
388,Armenia,1991,1994,4,2422.5,6.406260982645031,5.030857812,3.2601200794,0.6480246910623679,,15.004470430069082
388,Armenia,2005,2005,1,12.5,2.5257286443082556,2.7223516285,2.7874076569999997,1.0238969969268243,6.293981484,14.90785725876792
388,Armenia,2012,2012,1,12.5,2.5257286443082556,2.7469666185999997,2.5100327188,0.9137470771593308,6.113175523,14.874771644965847
388,Armenia,2014,2017,4,106.5,3.2818506240295893,2.4401936714000003,1.9722885636666667,0.808250831392049,5.906905873,14.895547725641983
388,Azerbaijan,1991,1994,4,2457.5,6.420605490901431,4.542468491,4.176353483,0.9194017506724846,,15.843204754822839
388,Azerbaijan,1997,1998,2,63.0,3.449987545831587,6.2273018294,2.75192268275,0.44191252618554183,,15.884017534591331
388,Azerbaijan,2005,2005,1,12.5,2.5257286443082556,2.6676731950000003,2.2078167173333334,0.8276188858033389,6.293981484,15.942771554732653
388,Azerbaijan,2008,2008,1,30.0,3.4011973816621555,2.166378561,2.2806596475000003,1.052752131394454,6.010090245,15.986094515464323
388,Azerbaijan,2012,2012,1,12.5,2.5257286443082556,2.23259993625,2.1229165815999997,0.9508719171450705,6.113175523,16.04507152200353
388,Azerbaijan,2014,2017,4,188.5,3.8528036457681747,2.2806596475000003,1.9734806836666667,0.8653113522791289,5.906905873,16.10339137097429
389,Bosnia and Herzegovina,1992,1995,4,15296.0,8.249052274171293,1.635516427,2.639172356,1.6136630072502476,,15.158127027452505
389,Croatia,1992,1995,4,5594.0,7.243155512642015,6.024476743999999,2.4758837862,0.4109707600192539,,15.345911756543332
389,Serbia,1992,1995,4,5594.0,7.243155512642015,,2.403133686,,,15.846989699033873
390,Bosnia and Herzegovina,1992,1993,2,1546.6666666666667,6.650710175992246,1.635516427,,,,15.22134770870389
390,Bosnia and Herzegovina,1995,1995,1,429.0,6.061456918928017,1.635516427,2.639172356,1.6136630072502476,,15.158127027452505
390,Croatia,1992,1993,2,1546.6666666666667,6.650710175992246,6.024476743999999,2.8546911666,0.4738488150764451,,15.341667508568147
390,Croatia,1995,1995,1,429.0,6.061456918928017,5.5873331798,2.4758837862,0.44312442206795777,,15.345911756543332
390,Serbia,1992,1993,2,1341.6666666666667,6.508520720624609,,,,,15.85664088277367
391,"Egypt, Arab Rep.",1993,1998,6,521.5,4.464949805212772,0.483729133,0.646746135,1.3370005874754705,,18.00819493328629
391,"Egypt, Arab Rep.",2014,2014,1,184.0,5.214935757608986,2.2743901049999997,,,6.032096376,18.320027664244687
391,"Egypt, Arab Rep.",2017,2019,3,179.0,4.088773517172645,2.553740796,,,5.564134104,18.42455399322855
