,conflictep_id,conflictepisode,type_of_conflict2,dyadcount,confterm,ependdate,ependprec,outcome,recur,version,conflict_id,year,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,intensity_level,type_of_conflict,start_date,start_prec,start_date2,start_prec2,gwno_loc,region
46,20801,1,1,1,0,,,,0,3,208,1948,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,31/03/1946,4,31/03/1946,4,812,3
47,20801,1,1,1,0,,,,0,3,208,1949,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,31/03/1946,4,31/03/1946,4,812,3
48,20801,1,1,1,0,,,,0,3,208,1950,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,31/03/1946,4,31/03/1946,4,812,3
49,20801,1,1,1,0,,,,0,3,208,1951,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,31/03/1946,4,31/03/1946,4,812,3
50,20801,1,1,1,0,,,,0,3,208,1952,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,31/03/1946,4,31/03/1946,4,812,3
51,20801,1,1,1,1,31/12/1953,5.0,4.0,0,3,208,1953,Laos,Government of France,33,,Lao Issara,167,,1,Laos,1,1,31/03/1946,4,31/03/1946,4,812,3
52,20901,1,3,1,0,,,,0,3,209,1946,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,31/07/1946,4,31/07/1946,4,840,3
53,20901,1,3,1,0,,,,0,3,209,1947,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,31/07/1946,4,31/07/1946,4,840,3
54,20901,1,3,1,0,,,,0,3,209,1948,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,31/07/1946,4,31/07/1946,4,840,3
55,20901,1,3,1,0,,,,0,3,209,1949,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,31/07/1946,4,31/07/1946,4,840,3
56,20901,1,3,1,0,,,,0,3,209,1950,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,31/07/1946,4,31/07/1946,4,840,3
57,20901,1,3,1,0,,,,0,3,209,1951,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,31/07/1946,4,31/07/1946,4,840,3
58,20901,1,3,1,0,,,,0,3,209,1952,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,31/07/1946,4,31/07/1946,4,840,3
59,20901,1,3,1,0,,,,0,3,209,1953,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,31/07/1946,4,31/07/1946,4,840,3
60,20901,1,3,1,1,31/12/1954,5.0,3.0,0,3,209,1954,Philippines,Government of Philippines,154,,Huk,168,,2,,2,3,31/07/1946,4,31/07/1946,4,840,3
61,20902,2,3,1,0,,,,1,3,209,1969,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
62,20902,2,3,1,0,,,,0,3,209,1970,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
63,20902,2,3,1,0,,,,0,3,209,1971,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
64,20902,2,3,1,0,,,,0,3,209,1972,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
65,20902,2,3,1,0,,,,0,3,209,1973,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
66,20902,2,3,1,0,,,,0,3,209,1974,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
67,20902,2,3,1,0,,,,0,3,209,1975,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
68,20902,2,3,1,0,,,,0,3,209,1976,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
69,20902,2,3,1,0,,,,0,3,209,1977,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
70,20902,2,3,1,0,,,,0,3,209,1978,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
71,20902,2,3,1,0,,,,0,3,209,1979,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
72,20902,2,3,1,0,,,,0,3,209,1980,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
73,20902,2,3,1,0,,,,0,3,209,1981,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
74,20902,2,3,1,0,,,,0,3,209,1982,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,31/07/1946,4,30/09/1969,4,840,3
75,20902,2,3,1,0,,,,0,3,209,1983,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,31/07/1946,4,30/09/1969,4,840,3
76,20902,2,3,1,0,,,,0,3,209,1984,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,31/07/1946,4,30/09/1969,4,840,3
77,20902,2,3,1,0,,,,0,3,209,1985,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,31/07/1946,4,30/09/1969,4,840,3
78,20902,2,3,1,0,,,,0,3,209,1986,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,31/07/1946,4,30/09/1969,4,840,3
79,20902,2,3,2,0,,,,0,3,209,1987,Philippines,Government of Philippines,154,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",,2,,2,3,31/07/1946,4,30/09/1969,4,840,3
80,20902,2,3,1,0,,,,0,3,209,1988,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
81,20902,2,3,2,0,,,,0,3,209,1989,Philippines,Government of Philippines,154,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
82,20902,2,3,2,0,,,,0,3,209,1990,Philippines,Government of Philippines,154,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",,2,,2,3,31/07/1946,4,30/09/1969,4,840,3
83,20902,2,3,1,0,,,,0,3,209,1991,Philippines,Government of Philippines,154,,CPP,169,,2,,2,3,31/07/1946,4,30/09/1969,4,840,3
84,20902,2,3,1,0,,,,0,3,209,1992,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
85,20902,2,3,1,0,,,,0,3,209,1993,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
86,20902,2,3,1,0,,,,0,3,209,1994,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
87,20902,2,3,1,1,29/11/1995,1.0,2.0,0,3,209,1995,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,30/09/1969,4,840,3
88,20903,3,3,1,1,30/12/1997,3.0,2.0,1,3,209,1997,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,23/11/1997,1,840,3
89,20904,4,3,1,0,,,,1,3,209,1999,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
90,20904,4,3,1,0,,,,0,3,209,2000,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
91,20904,4,3,1,0,,,,0,3,209,2001,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
92,20904,4,3,1,0,,,,0,3,209,2002,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
93,20904,4,3,1,0,,,,0,3,209,2003,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
94,20904,4,3,1,0,,,,0,3,209,2004,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
95,20904,4,3,1,0,,,,0,3,209,2005,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
96,20904,4,3,1,0,,,,0,3,209,2006,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
97,20904,4,3,1,0,,,,0,3,209,2007,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
98,20904,4,3,1,0,,,,0,3,209,2008,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
99,20904,4,3,1,0,,,,0,3,209,2009,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
100,20904,4,3,1,0,,,,0,3,209,2010,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
101,20904,4,3,1,0,,,,0,3,209,2011,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
102,20904,4,3,1,0,,,,0,3,209,2012,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
103,20904,4,3,1,0,,,,0,3,209,2013,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
104,20904,4,3,1,0,,,,0,3,209,2014,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
105,20904,4,3,1,0,,,,0,3,209,2015,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
106,20904,4,3,1,0,,,,0,3,209,2016,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
107,20904,4,3,1,0,,,,0,3,209,2017,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
108,20904,4,3,1,0,,,,0,3,209,2018,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
109,20904,4,3,1,0,,,,0,3,209,2019,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
110,20904,4,3,1,0,,,,0,3,209,2020,Philippines,Government of Philippines,154,,CPP,169,,2,,1,3,31/07/1946,4,06/06/1999,1,840,3
111,21001,1,3,1,0,,,,0,3,210,1946,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Forest Brothers,171,,1,Estonia,1,3,31/12/1944,6,31/12/1946,5,365,1
112,21001,1,3,1,0,,,,0,3,210,1947,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Forest Brothers,171,,1,Estonia,1,3,31/12/1944,6,31/12/1946,5,365,1
113,21001,1,3,1,1,31/12/1948,5.0,5.0,0,3,210,1948,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Forest Brothers,171,,1,Estonia,1,3,31/12/1944,6,31/12/1946,5,365,1
114,21101,1,3,2,1,31/12/1946,5.0,5.0,0,3,211,1946,Russia (Soviet Union),Government of Russia (Soviet Union),57,,"LNPA, LTS(p)A","172, 173",,1,Latvia,1,3,31/12/1945,6,31/12/1946,5,365,1
115,21201,1,3,1,0,,,,0,3,212,1946,Russia (Soviet Union),Government of Russia (Soviet Union),57,,BDPS,174,,1,Lithuania,2,3,30/06/1946,4,30/06/1946,4,365,1
116,21201,1,3,1,0,,,,0,3,212,1947,Russia (Soviet Union),Government of Russia (Soviet Union),57,,BDPS,174,,1,Lithuania,2,3,30/06/1946,4,30/06/1946,4,365,1
117,21201,1,3,1,1,31/12/1948,5.0,5.0,0,3,212,1948,Russia (Soviet Union),Government of Russia (Soviet Union),57,,BDPS,174,,1,Lithuania,1,3,30/06/1946,4,30/06/1946,4,365,1
118,21301,1,3,1,0,,,,0,3,213,1946,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1,Ukraine,2,3,31/12/1941,5,31/12/1946,5,365,1
119,21301,1,3,1,0,,,,0,3,213,1947,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1,Ukraine,2,3,31/12/1941,5,31/12/1946,5,365,1
120,21301,1,3,1,0,,,,0,3,213,1948,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1,Ukraine,2,3,31/12/1941,5,31/12/1946,5,365,1
121,21301,1,3,1,0,,,,0,3,213,1949,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1,Ukraine,1,3,31/12/1941,5,31/12/1946,5,365,1
122,21301,1,3,1,1,31/12/1950,5.0,5.0,0,3,213,1950,Russia (Soviet Union),Government of Russia (Soviet Union),57,,UPA,175,,1,Ukraine,1,3,31/12/1941,5,31/12/1946,5,365,1
123,21401,1,2,1,1,17/11/1946,1.0,1.0,0,3,214,1946,"France, Thailand",Government of France,33,,Government of Thailand,147,,1,Northern Cambodia,1,2,07/05/1946,1,07/05/1946,1,"220, 800","1, 3"
124,21501,1,2,1,1,31/12/1946,5.0,5.0,0,3,215,1946,"Albania, United Kingdom",Government of Albania,45,,Government of United Kingdom,28,,1,Korfu Channel,1,2,22/10/1946,1,22/10/1946,1,"200, 339",1
125,21601,1,1,1,0,,,,0,3,216,1946,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,20/11/1946,1,20/11/1946,1,816,3
126,21601,1,1,1,0,,,,0,3,216,1947,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,20/11/1946,1,20/11/1946,1,816,3
127,21601,1,1,1,0,,,,0,3,216,1948,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,20/11/1946,1,20/11/1946,1,816,3
128,21601,1,1,1,0,,,,0,3,216,1949,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,20/11/1946,1,20/11/1946,1,816,3
129,21601,1,1,1,0,,,,0,3,216,1950,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,20/11/1946,1,20/11/1946,1,816,3
130,21601,1,1,1,0,,,,0,3,216,1951,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,20/11/1946,1,20/11/1946,1,816,3
131,21601,1,1,1,0,,,,0,3,216,1952,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,20/11/1946,1,20/11/1946,1,816,3
132,21601,1,1,1,0,,,,0,3,216,1953,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,20/11/1946,1,20/11/1946,1,816,3
133,21601,1,1,1,1,20/07/1954,1.0,1.0,0,3,216,1954,Vietnam (North Vietnam),Government of France,33,,Viet minh,176,,1,Vietnam,2,1,20/11/1946,1,20/11/1946,1,816,3
134,21701,1,3,1,1,24/03/1947,1.0,3.0,0,3,217,1947,China,Government of China,135,,Taiwanese insurgents,177,,1,Taiwan,2,3,28/02/1947,1,28/02/1947,1,710,3
135,21801,1,2,1,1,31/12/1948,1.0,2.0,0,3,218,1948,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,2,2,31/12/1948,5,31/12/1948,5,"750, 770",3
136,21802,2,2,1,0,,,,1,3,218,1964,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1964,5,"750, 770",3
137,21802,2,2,1,1,15/12/1965,1.0,1.0,0,3,218,1965,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,2,2,31/12/1948,5,31/12/1964,5,"750, 770",3
138,21803,3,2,1,1,17/12/1971,3.0,1.0,1,3,218,1971,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,2,2,31/12/1948,5,03/12/1971,1,"750, 770",3
139,21804,4,2,1,1,31/12/1984,5.0,5.0,1,3,218,1984,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1984,5,"750, 770",3
140,21805,5,2,1,1,31/12/1987,5.0,5.0,1,3,218,1987,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1987,5,"750, 770",3
141,21806,6,2,1,0,,,,1,3,218,1989,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1989,5,"750, 770",3
142,21806,6,2,1,0,,,,0,3,218,1990,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1989,5,"750, 770",3
143,21806,6,2,1,0,,,,0,3,218,1991,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1989,5,"750, 770",3
144,21806,6,2,1,1,31/12/1992,5.0,5.0,0,3,218,1992,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1989,5,"750, 770",3
145,21807,7,2,1,1,28/11/1994,2.0,5.0,1,3,218,1994,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,28/06/1994,5,"750, 770",3
146,21808,8,2,1,0,,,,1,3,218,1996,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1996,5,"750, 770",3
147,21808,8,2,1,0,,,,0,3,218,1997,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1996,5,"750, 770",3
148,21808,8,2,1,0,,,,0,3,218,1998,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1996,5,"750, 770",3
149,21808,8,2,1,0,,,,0,3,218,1999,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1996,5,"750, 770",3
150,21808,8,2,1,0,,,,0,3,218,2000,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1996,5,"750, 770",3
151,21808,8,2,1,0,,,,0,3,218,2001,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1996,5,"750, 770",3
152,21808,8,2,1,0,,,,0,3,218,2002,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1996,5,"750, 770",3
153,21808,8,2,1,1,26/11/2003,1.0,2.0,0,3,218,2003,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,31/12/1996,5,"750, 770",3
154,21809,9,2,1,0,,,,1,3,218,2013,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,04/10/2013,1,"750, 770",3
155,21809,9,2,1,0,,,,0,3,218,2014,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,04/10/2013,1,"750, 770",3
156,21809,9,2,1,0,,,,0,3,218,2015,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,1,2,31/12/1948,5,04/10/2013,1,"750, 770",3
